 Date,Close,Volume,Open,High,Low
04/18/2023,166.47,49923010,166.10,167.41,165.65
04/17/2023,165.23,41516220,165.09,165.39,164.03
04/14/2023,165.21,49386480,164.59,166.32,163.82
04/13/2023,165.56,68445650,161.63,165.80,161.42
04/12/2023,160.10,50133060,161.22,162.06,159.78
04/11/2023,160.80,47644220,162.35,162.36,160.51
04/10/2023,162.03,47716880,161.42,162.03,160.08
04/06/2023,164.66,45390120,162.43,164.9584,162.00
04/05/2023,163.76,51511740,164.74,165.05,161.80
04/04/2023,165.63,46278300,166.595,166.84,165.11
04/03/2023,166.17,56976190,164.27,166.29,164.22
03/31/2023,164.90,68749790,162.44,165.00,161.91
03/30/2023,162.36,49501690,161.53,162.47,161.271
03/29/2023,160.77,51305690,159.37,161.05,159.35
03/28/2023,157.65,45992150,157.97,158.49,155.98
03/27/2023,158.28,52390270,159.94,160.77,157.87
03/24/2023,160.25,59256340,158.86,160.34,157.85
03/23/2023,158.93,67622060,158.83,161.5501,157.68
03/22/2023,157.83,75701810,159.30,162.14,157.81
03/21/2023,159.28,73938290,157.32,159.40,156.54
03/20/2023,157.40,73641420,155.07,157.82,154.15
03/17/2023,155.00,98944630,156.08,156.74,154.28
03/16/2023,155.85,76254420,152.16,156.46,151.64
03/15/2023,152.99,77167870,151.19,153.245,149.92
03/14/2023,152.59,73695890,151.28,153.40,150.10
03/13/2023,150.47,84457120,147.805,153.14,147.70
03/10/2023,148.50,68572400,150.21,150.94,147.6096
03/09/2023,150.59,53833580,153.559,154.535,150.225
03/08/2023,152.87,47204790,152.81,153.47,151.83
03/07/2023,151.60,56182030,153.70,154.0299,151.13
03/06/2023,153.83,87558030,153.785,156.30,153.46
03/03/2023,151.03,70732300,148.045,151.11,147.33
03/02/2023,145.91,52279760,144.38,146.71,143.90
03/01/2023,145.31,55478990,146.83,147.2285,145.01
02/28/2023,147.41,50547000,147.05,149.08,146.83
02/27/2023,147.92,44998470,147.71,149.17,147.45
02/24/2023,146.71,55469610,147.11,147.19,145.7202
02/23/2023,149.40,48394250,150.09,150.34,147.24
02/22/2023,148.91,51011310,148.87,149.95,147.16
02/21/2023,148.48,58867230,150.20,151.30,148.405
02/17/2023,152.55,59144120,152.35,153.00,150.85
02/16/2023,153.71,68167940,153.51,156.33,153.3475
02/15/2023,155.33,65669250,153.11,155.50,152.88
02/14/2023,153.20,61707570,152.12,153.77,150.86
02/13/2023,153.85,62199010,150.952,154.26,150.92
02/10/2023,151.01,57450710,149.46,151.3401,149.22
02/09/2023,150.87,56007140,153.775,154.33,150.42
02/08/2023,151.92,64120080,153.88,154.58,151.168
02/07/2023,154.65,83322550,150.64,155.23,150.64
02/06/2023,151.73,69858310,152.575,153.10,150.78
02/03/2023,154.50,154357300,148.03,157.38,147.83
02/02/2023,150.82,118339000,148.90,151.18,148.17
02/01/2023,145.43,77663630,143.97,146.61,141.32
01/31/2023,144.29,65874460,142.70,144.34,142.28
01/30/2023,143.00,64015270,144.955,145.55,142.85
01/27/2023,145.93,70555840,143.155,147.23,143.08
01/26/2023,143.96,54105070,143.17,144.25,141.90
01/25/2023,141.86,65799350,140.89,142.43,138.81
01/24/2023,142.53,66435140,140.305,143.16,140.30
01/23/2023,141.11,81760310,138.12,143.315,137.90
01/20/2023,137.87,80223630,135.28,138.02,134.22
01/19/2023,135.27,58280410,134.08,136.25,133.77
01/18/2023,135.21,69672800,136.815,138.61,135.03
01/17/2023,135.94,63646630,134.83,137.29,134.13
01/13/2023,134.76,57809720,132.03,134.92,131.66
01/12/2023,133.41,71379650,133.88,134.26,131.44
01/11/2023,133.49,69458950,131.25,133.51,130.46
01/10/2023,130.73,63896160,130.26,131.2636,128.12
01/09/2023,130.15,70790810,130.465,133.41,129.89
01/06/2023,129.62,87754720,126.01,130.29,124.89
01/05/2023,125.02,80962710,127.13,127.77,124.76
01/04/2023,126.36,89113630,126.89,128.6557,125.08
01/03/2023,125.07,112117500,130.28,130.90,124.17
